en|John Maitland, 1st Lord Maitland of Thirlestane (1537 – 3 October 1595), of Lethington, Knight
en|Coley McCabe is an American country music singer. In 2000, she signed to RCA Records
en|The Bnei Shimon Regional Council (Hebrew: מועצה אזורית בני שמעון‎, Mo'atza Azorit Bnei Shim'on), is
en|The money room, in New York City Transit Authority parlance, refers to a formerly secret
en|Danish National Archives (Danish: Rigsarkivet) is the national archive system of Denmark. The primary purpose
en|Suhara Station (須原駅, Suhara-eki) is a railway station in the village of Ōkuwa, Nagano Prefecture,
en|Petro Kasui Kibe (1587 – July 4, 1639) was a Japanese Christian and a Jesuit
en|Good Morning, Eve! is a 1934 Vitaphone short comedy film released by Warner Brothers on
en|Neil Merton Judd (October 27, 1887–December 19, 1976) was an American archaeologist who studied under
en|Günter Neuhold (born November 2, 1947 in Graz) is an Austrian conductor. He attended the
en|Limitless is the second full-length album by the Italian modern melodic female fronted metal band
en|Bruno Octávio Jovanelli or simply Bruno Octávio (born 2 August 1985 in São Caetano do
en|The Konovalyuk Commission, officially, the "Temporary Commission of the Parliament of Ukraine on Clarifying the
en|The 2000 season of 2. deild karla was the 35th season of third-tier football in
en|The Independent Socialist Party (Dutch: Onafhankelijke Socialistische Partij; OSP) was a revolutionary socialist political party
en|Magno Batista da Silva (born 21 September 1988) is a Brazilian football defender who most
en|Nachikulam is a village administered by the Udayamarthandapuram Panchayath in Thiruvarur district in the Indian
en|Roches-lès-Blamont is a commune in the Doubs Department in the Bourgogne-Franche-Comté region in eastern France....
en|Netherthong is a small village in the civil parish of Holme Valley, and the metropolitan
en|The Ako-Adjei Interchange is a flyover in Accra, Ghana. Until 2005 it was known as
en|Liscarroll GAA is a Gaelic Athletic Association club located in the village of Liscarroll in
en|"The Geographical Pivot of History" is an article submitted by Halford John Mackinder in 1904
en|Uhs Kug is a populated place situated in Pima County, Arizona. It has an estimated
en|Pekka Antero Leimu (born 11 April 1947) is a Finnish former ice hockey center and
en|Economical Insurance, founded in 1871, is a Canadian Property & Casualty insurance company, offering automobile,
nl|Chorthippus miramae is een rechtvleugelig insect uit de familie veldsprinkhanen (Acrididae). De wetenschappelijke naam van
nl|Carposina diampyx is een vlinder uit de familie van de Carposinidae. De wetenschappelijke naam van
nl|De aardbeving bij Uden op 20 november 1932, om 23.37 uur was een middelzware aardbeving.
nl|Trichoplusia exquisita is een vlinder uit de familie van de uilen (Noctuidae). De wetenschappelijke naam
nl|Batuhideung is een bestuurslaag in het regentschap Pandeglang van de provincie Banten, Indonesië. Batuhideung telt
nl|Marie Jeanne (Anne) d'Evergroote (18 oktober 1783 - 14 maart 1892) was een Belgische eeuwelinge....
nl|De Dom van Meißen (Dom zu Meißen) is een protestantse kathedraal in Meißen in de
nl|Dyschirius aida is een keversoort uit de familie van de loopkevers (Carabidae). De wetenschappelijke naam
nl|Jacob Frederik Muller (1690 - 1718) staat bekend als de meest notoire Amsterdamse schurk aller
nl|Gnash is een vrije speler en browserplug-in om Flash-inhoud af te spelen. Het is een
nl|Dit is een lijst van personen die geboren zijn op 30 augustus. De inhoud van
nl|François Ferdinand Hommebon d'Elhoungne (Klundert (Nederland), 24 december 1815 - Gent, 27 maart 1892) was
nl|Merelina plaga is een slakkensoort uit de familie van de Rissoidae. De wetenschappelijke naam van
nl|Tetrabrachys connata is een keversoort uit de familie lieveheersbeestjes (Coccinellidae). De wetenschappelijke naam van de
nl|Recurvidris proles is een mierensoort uit de onderfamilie van de Myrmicinae. De wetenschappelijke naam van
nl|In de vlakke meetkunde, een deelgebied van de wiskunde, beschrijft poolverwantschap ten opzichte van een
nl|Merionoeda clunis is een keversoort uit de familie van de boktorren (Cerambycidae). De wetenschappelijke naam
nl|Luisa Leschin (Hollywood Californië) is een Amerikaanse actrice, scenarioschrijfster en televisieproducente. Leschin is ook actief
nl|Pseudopythina africana is een tweekleppigensoort uit de familie van de Kelliidae. De wetenschappelijke naam van
nl|Ptochophyle inornata is een vlinder uit de familie van de spanners (Geometridae). De wetenschappelijke naam
nl|PVBA Elektron is een Vlaamse komische televisieserie uit 1983, geproduceerd door Tom Huybrechts. Het hoorde
nl|Bazordan is een gemeente in het Franse departement Hautes-Pyrénées (regio Occitanie) en telt 134 inwoners
nl|Anomis irene is een vlinder uit de familie van de spinneruilen (Erebidae). De wetenschappelijke naam
nl|Alex Palou Montalbo (Sant Antoni de Vilamajor, 1 april 1997) is een Spaans autocoureur....
nl|Callichroma sericeum is een keversoort uit de familie van de boktorren (Cerambycidae). De wetenschappelijke naam
